filepath,title
5034,a person that is jumping his skateboard in the air
5035,A black and white dog examines something on the ground.
5036,The people are gathered at the mountain to ski. 
5037,an image of a dog that is on a surfboard
5038,Two giraffes standing in front of an ostrich
5039,Orange and white train stopping to pick up passengers.
5040,Plates are on a table with sandwiches on them.
5041,This car dealership showroom floor specializes in pickup trucks.
5042,THERE IS A MAN THAT IS ON A SKATE BOARD IN THE STREET 
5043,A man makes a face as he smells a carton in the refrigerator.
5044,A bathroom with a toilet and sink inside.
5045,An ostrich steps in front of a zebra that is eating grass.
5046,There is a food dish arranged on a plate.
5047,The man on a red bike is looking back.
5048,A tree with no leaves has a piece of fruit on it.
5049,A bathroom that is clean and has the light on.
5050,A man riding on a brown horse in a sandy enclosure
5051,A counter top toaster oven on top of a microwave.
5052,An kitchen is empty of contents on the counters.
5053,A plate that has some salad on it.
5054,"A sandwich, fries, and pickles sit on a lunch plate."
5055,a couple of dogs that are fighting over a frizbee
5056,Multiple accessories and some have an anime deco theme.  
5057,A child sitting at a small table with a bowl of food and a cell phone 
5058,A train sitting in a train station in a rural area.
5059,Two giraffes standing next to each other near bushes and rocks. 
5060,A red sixteen wheeler carrying inventory on a main street.
5061,A woman in a wet suit carrying a surf board into the waves.
5062,A man balances on one end of a skateboard.
5063,The woman is outside using her laptop. 
5064,A black and white dog examines something on the ground.
5065,A large roman numeral clock is lit up in the dark.
5066,A kitchen has the usual condiments on the counter.
5067,Several people waiting in line at a sidewalk vendor.
5068,a man holding onto another persons hand as he leans over to grab a frisbee
5069,a person in a hospital bed using a cellular phone.
5070,A stop sign and a no stopping sign hang on a wooden pole.
5071,A bus that has a bike on the front of it.
5072,A small bathroom with a toilet and sink. 
5073,A couple of people skiing and snowboarding in the snow.
5074,A vase with flowers and two drinks on a wooden table
5075,"A sandwich with meat, vegetables, peppers, and lettuce."
5076,Close up of a giraffe eating leaves from a tree top
5077,A very nice looking rest room with white shower curtains.
5078,young people watch as an adult cuts a cake
5079,A dog is carrying a Frisbee in its mouth. 
5080,A man balances on one end of a skateboard.
5081,A man is holding a tennis racquet and hitting the ball.
5082,Two cows standing in a grassy pasture under a cloudy sky.
5083,A woman with an umbrella looking at shopping stands.
5084,a couple of birds stand on a grass hill 
5085,Three people are outside riding on top of an elephant.
5086,An electric train on a bridge crossing a river.
5087,"A cafeteria meal of salad, vegetable pizza and apple juice on a plastic tray"
5088,A crowd of people walking down a wet sidewalk.
5089,"Smoothies in plastic cups lined up in a glass container and a black crate full of oranges, bananas and pineapple. "
5090,A family of elephants stand close to each other.
5091,A pitcher throws a baseball as an umpire watches.
5092,A bike that is by a wall in the snow.
5093,A group of people on mopeds and in a car looking in the distance.
5094,a black and white photo of a laptop and a mouse
5095,Plates are on a table with sandwiches on them.
5096,A group of people stand in a circle talking.
5097,A skateboarder is crouching and arms fixed as if to run into something.
5098,A bunch of people flying kites that look like octopuses. 
5099,"A cat has a small, toy sized bamboo hat on its head. "
5100,Man in suit and bright orange tie in front of the American flag.
5101,Two bear cubs play in an animal enclosure.
5102,A kitchen with black counter tops and a tile floor.
5103,An old woman is talking on a cel phone on a crowded street.
5104,An old-fashioned safe and roll top desk in a green room
5105,A man that is doing a trick on a skateboard.
5106,A baby elephant lying next to an adult elephant.
5107,a dog hangs its head outside a car window
5108,"an old man with many wrinkles and white hair, dressed in a suit"
5109,Three men on a sidewalk with ties and boxers on holding up signs. 
5110,Flowers in a brown and oddly shaped vase.
5111,A room with two teddy bears dressed up in black outfits.
5112,"One story store front with row of chairs and tables, and bikers."
5113,Two bear cubs play in an animal enclosure.
5114,A boy standing on the grass as bicyclists ride by.
5115,a small raft boat on a boat near the water 
5116,A red train stopping on a platform at dusk while people wait for the train.
5117,A dog lays on a large turtle pillow panting.
5118,A man talking on his cellphone in one hand.
5119,A surfer stands on the beach watching the waves coming to shore.
5120,A cat that is sitting on the hood of a car.
5121,The courtyard of a large light colored brick building overlooked by a clock tower.
5122,Two people walking in the rain carrying umbrellas.
5123,A bowl sitting on a table with a bird perched on the side of the bowl.
5124,A boat floating in the water with two birds perched on top. 
5125,"An orange cat is tapping a computer screen showing a panting, black dog.  "
5126,A hot dog is sitting on a piece of wax paper.
5127,a blue and white jet flying and some lights
5128,A cluttered work desk with several computers and disks amid papers and coffee thermos and mug.
5129,a man that has a tennis racket on a court
5130,"Many people standing in a large, open field flying kites."
5131,A tall giraffe standing on a green grass covered field.
5132,A slice of pizza sitting on a paper plate.
5133,"Pair of men sit outside, one eating a hot dog."
5134,A person is riding a jet ski in wavy waters.
5135,A newly finished kitchen with a green wall color.
5136,"A black clock hanging from a building attached by chains.
"
5137,The ladder of a jet is lowered from the side for loading passengers.
5138,A pitcher throws a baseball as an umpire watches.
5139,A beverage cooler and counter area in a small store.
5140,there is only one horse standing on a large empty field
5141,a bird feeder that is attached to a tree
5142,A stop sign is at the corner of a one way street.
5143,aerial view of water and land from a airplane
5144,a stuffed animal on a number of boxes 
5145,There are two zebras that are standing by each ither
5146,Person snowboarding down a hill.   
5147,A woman reclining in a swimsuit on a lounge chair holds a cell phone in each hand.
5148,some people and a red and black train engine 
5149,A polar bear is walking along a glacier.
5150,A boy plays with a bright red soccer ball in the park 
5151,a person in a hospital bed using a cellular phone.
5152,a bit of food is laying on a white plate
5153,a person riding inside of a boat on a body of water 
5154,A man looks up as he holds a map on a park bench.
5155,A man standing near the home plate swinging a bat
5156,A man crossing the street in front of a bus stop.
5157,A broken microwave sitting on a sidewalk next to a recycling bin.
5158,Sheep are walking along a grassy field. 
5159,Two sandwiches and a side of fries sit in wrappers.
5160,Two sandwiches and a side of fries sit in wrappers.
5161,A train sits on a track in front of a building.
5162,A skier performs a ski jump high into the air.
5163,A cake on a plate on a table 
5164,A plate that has some tomato and garlic on it.
5165,Three black ducklings walk in a reed-filled pond.
5166,A city street with cars and street signs giving directions
